GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
 "00000","United States", ,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",18257800,18187100,18219100,18359500,18665800,18802800,18968300,18539900,17796700,17571600,17927300,18073800,18369100,18713100,19095300,19199500,19222200
 "00000","United States", ,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",5480000,5355300,5308500,5415800,5602300,5743900,5927900,5819600,5533200,5466200,5670800,5866400,6012800,6282400,6929700,7413200,7663800
 "00000","United States", ,CAEMP25N,900,"51","   Information","Number of jobs",4047800,3715200,3589400,3553100,3562700,3545500,3555900,3510400,3310300,3222600,3229000,3224700,3264600,3327000,3316400,3384900,3384400
 "00000","United States", ,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",7800600,7866300,7944500,8023000,8199300,8361800,8789600,9107200,9464800,9200400,9747500,9700300,9815300,9621000,9844600,10187400,10510200
 "00000","United States", ,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",5548400,5674000,6006500,6507300,7109100,7453500,7752500,7682200,7504200,7691000,7928300,7856200,8056800,8405800,8668300,8868200,9105900
 "00000","United States", ,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",10271800,10163200,10266300,10680900,10922100,11316800,11920100,12117900,11720800,11753800,11961100,12212200,12544300,12864700,13333200,13496900,13721000
 "00000","United States", ,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",1789300,1810000,1773500,1802400,1860200,1915700,1960600,2075200,2024300,2018400,2080600,2179200,2265000,2360300,2425500,2603800,2667400
 "00000","United States", ,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",9603500,9614300,9751400,10174000,10403500,10791500,11060500,10756900,10090000,10397200,10745600,11033400,11366900,11719200,11770600,12033600,12088500
 "00000","United States", ,CAEMP25N,1500,"61","   Educational services","Number of jobs",3011300,3176600,3286800,3391300,3525800,3659500,3731800,3848300,3976200,4095900,4128600,4206200,4339100,4498100,4610900,4641800,4691200
 "00000","United States", ,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",15253400,15731000,16196100,16510600,16836300,17360900,18004300,18433900,18731700,19081900,19405200,20097500,20499200,20798400,21351100,21817100,22201200
 "00000","United States", ,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",3165100,3265200,3288800,3386700,3457300,3545400,3704100,3791800,3744100,3786400,3870300,3978900,4043800,4223300,4220100,4363100,4455500
 "00000","United States", ,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",10806200,10921200,11147700,11423800,11675100,11980200,12237000,12293100,11938500,11975300,12328400,12664500,13099200,13548900,13977700,14399000,14697400
 "00000","United States", ,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",9075600,9431100,9522400,9697000,9783500,9927800,10162200,10090100,9913700,9745800,10188100,10374700,10512500,10862000,11173200,11091600,11168200
 "00000","United States", ,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",23151000,23575000,23675000,23717000,23822000,23987000,24230000,24589000,24682000,24672000,24290000,24104000,24055000,24054000,24145000,24298000,24405000
 "00000","United States", ,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",2729000,2816000,2821000,2795000,2788000,2783000,2781000,2817000,2884000,3035000,2917000,2875000,2826000,2792000,2810000,2847000,2857000
 "00000","United States", ,CAEMP25N,2002,"...","   Military","Number of jobs",2071000,2097000,2110000,2082000,2026000,2040000,2042000,2079000,2092000,2100000,2081000,2056000,2032000,1975000,1956000,1927000,1929000
 "00000","United States", ,CAEMP25N,2010,"...","   State and local","Number of jobs",18351000,18662000,18744000,18840000,19008000,19164000,19407000,19693000,19706000,19537000,19292000,19173000,19197000,19287000,19379000,19524000,19619000
 "00000","United States", ,CAEMP25N,2011,"...","    State government","Number of jobs",5031000,5085000,5094000,5113000,5149000,5173000,5238000,5317000,5346000,5338000,5312000,5299000,5306000,5330000,5349000,5351000,5365000
 "00000","United States", ,CAEMP25N,2012,"...","    Local government","Number of jobs",13320000,13577000,13650000,13727000,13859000,13991000,14169000,14376000,14360000,14199000,13980000,13874000,13891000,13957000,14030000,14173000,14254000
 "01000","Alabama",5,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",2376053,2364828,2371430,2425649,2486833,2545556,2604078,2582591,2479507,2460298,2497933,2503678,2523338,2552891,2588248,2620993,2652406
 "01000","Alabama",5,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",1988175,1971265,1965711,2000342,2036267,2073063,2095767,2075014,1968098,1949629,1949307,1963937,1979360,1996182,2024720,2049658,2072223
 "01000","Alabama",5,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",387878,393563,405719,425307,450566,472493,508311,507577,511409,510669,548626,539741,543978,556709,563528,571335,580183
 "01000","Alabama",5,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",47687,41915,40802,39137,38955,37981,43127,41846,41130,40745,40047,38191,38707,38639,38341,39001,38638
 "01000","Alabama",5,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",340191,351648,364917,386170,411611,434512,465184,465731,470279,469924,508579,501550,505271,518070,525187,532334,541545
 "01000","Alabama",5,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",56046,51018,49413,48794,47292,47006,50753,49579,50583,48571,48235,45540,46420,43957,45792,46214,47855
 "01000","Alabama",5,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",2320007,2313810,2322017,2376855,2439541,2498550,2553325,2533012,2428924,2411727,2449698,2458138,2476918,2508934,2542456,2574779,2604551
 "01000","Alabama",5,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",1933628,1923729,1928729,1977717,2039537,2094117,2143494,2122530,2017865,1998884,2042007,2054963,2076360,2108966,2143756,2173372,2201377
 "01000","Alabama",5,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),16955,15553,16099,15875,15742,15627,15837,14939,14901,14987,15773,16022,16526,16115,16094,16008
 "01000","Alabama",5,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",9508,9269,9107,9109,9898,10408,10678,11666,10928,11996,11931,14009,13629,13045,12994,11457,12507
 "01000","Alabama",5,CAEMP25N,300,"22","   Utilities","Number of jobs",14604,14177,13841,13791,13150,13353,13816,14538,14247,14551,14590,14569,14699,14677,14962,14962,15022
 "01000","Alabama",5,CAEMP25N,400,"23","   Construction","Number of jobs",158892,152592,155592,162580,171349,178731,183410,174418,153203,143646,138907,136841,135665,135628,136108,141706,144144
 "01000","Alabama",5,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",335261,315019,299642,298438,306074,309950,304225,290233,254643,244202,246344,252491,258984,262511,267837,271200,275024
 "01000","Alabama",5,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",86992,84304,82907,84709,86461,88954,89565,88225,81674,78777,79995,80219,81027,85179,86425,81742,81296
 "01000","Alabama",5,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",277914,278061,279369,282314,287197,286664,292799,286020,273776,269460,273939,272757,274848,278963,283527,284249,282864
 "01000","Alabama",5,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",71672,69002,67526,69231,72933,75346,77126,75047,69987,69347,71718,73608,75210,76483,78807,78961,80022
 "01000","Alabama",5,CAEMP25N,900,"51","   Information","Number of jobs",40870,37880,35926,35707,36037,35306,33018,32583,30220,29118,28863,28238,28488,28184,27397,27088,27152
 "01000","Alabama",5,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",89477,89654,91622,92406,93962,95144,99367,102959,106053,102578,109218,107610,109083,108213,108724,111806,114796
 "01000","Alabama",5,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",64733,65585,68642,74322,80981,87583,94786,95950,93389,95309,96967,95253,95849,98874,100204,103474,106163
 "01000","Alabama",5,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",114607,117277,121360,127374,129305,135018,140997,143325,138868,137192,136840,137346,138567,139998,142960,145455,148926
 "01000","Alabama",5,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",9570,10338,11506,12589,13056,14128,15458,15807,16558,16846,17432,18389,17559,17167,17441,19768,19548
 "01000","Alabama",5,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",122309,126589,127651,137058,145420,150863,157238,154966,145273,153402,163211,165522,165872,170841,171822,176015,178221
 "01000","Alabama",5,CAEMP25N,1500,"61","   Educational services","Number of jobs",24600,25947,27628,29005,30464,32540,33821,35202,36578,37770,38025,38246,40085,40981,41201,41752,41668
 "01000","Alabama",5,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",179552,187166,192549,196094,202468,210489,218371,222144,221547,226073,230882,232116,234043,235774,241950,246312,249547
 "01000","Alabama",5,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",26276,27167,27025,28539,30087,31620,33038,33788,33925,32932,33569,33836,34036,35244,34730,37845,39048
 "01000","Alabama",5,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",(D),145411,149402,153518,157773,163156,167187,167863,163320,162419,166116,170136,175352,180642,186439,192740,196914
 "01000","Alabama",5,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",146388,151336,151881,154834,157047,159122,162967,161959,158737,158365,168473,168004,167342,170036,174113,170746,172507
 "01000","Alabama",5,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",386379,390081,393288,399138,400004,404433,409831,410482,411059,412843,407691,403175,400558,399968,398700,401407,403174
 "01000","Alabama",5,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",50104,51160,50427,51035,51529,51744,51974,52552,54087,58484,57575,56123,54690,53566,53087,53388,53233
 "01000","Alabama",5,CAEMP25N,2002,"...","   Military","Number of jobs",37853,37256,36586,39604,36853,36996,36262,32112,33131,32751,32704,31064,30557,29915,29525,29128,28859
 "01000","Alabama",5,CAEMP25N,2010,"...","   State and local","Number of jobs",298422,301665,306275,308499,311622,315693,321595,325818,323841,321608,317412,315988,315311,316487,316088,318891,321082
 "01000","Alabama",5,CAEMP25N,2011,"...","    State government","Number of jobs",95214,97961,100547,101053,101710,102411,104964,106262,105685,105296,104496,103480,102517,103340,103522,105472,106335
 "01000","Alabama",5,CAEMP25N,2012,"...","    Local government","Number of jobs",203208,203704,205728,207446,209912,213282,216631,219556,218156,216312,212916,212508,212794,213147,212566,213419,214747
 "02000","Alaska",8,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",394565,402187,405621,413864,421419,431320,439825,443538,442447,443904,450364,459222,461110,461396,461471,457066,454094
 "02000","Alaska",8,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",313492,319545,323689,329719,335454,342900,346504,351102,350471,352399,358363,364972,365773,366038,367546,361040,356627
 "02000","Alaska",8,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",81073,82642,81932,84145,85965,88420,93321,92436,91976,91505,92001,94250,95337,95358,93925,96026,97467
 "02000","Alaska",8,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",559,530,516,518,540,535,577,587,596,609,631,645,651,651,653,653,653
 "02000","Alaska",8,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",80514,82112,81416,83627,85425,87885,92744,91849,91380,90896,91370,93605,94686,94707,93272,95373,96814
 "02000","Alaska",8,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",775,744,732,729,746,743,772,933,1093,1131,1233,1066,1077,1160,1118,1088,1087
 "02000","Alaska",8,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",393790,401443,404889,413135,420673,430577,439053,442605,441354,442773,449131,458156,460033,460236,460353,455978,453007
 "02000","Alaska",8,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",296462,300949,304210,312503,319332,326276,334555,336903,333487,334589,340277,349217,352983,355177,355610,352341,349907
 "02000","Alaska",8,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",(D),13382,10825,12197,12497,12334,12025,12220,11574,12004,11428,11350,12043,12140,10190,10250,9733
 "02000","Alaska",8,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",(D),11674,11209,10994,11573,13490,15829,17386,16941,17782,18287,21643,21153,21562,21127,18646,17583
 "02000","Alaska",8,CAEMP25N,300,"22","   Utilities","Number of jobs",1691,1840,1885,1900,1936,1945,1970,2068,2092,2262,2191,2209,2237,2211,2280,2347,2483
 "02000","Alaska",8,CAEMP25N,400,"23","   Construction","Number of jobs",22339,23382,24881,25975,27240,26868,26484,25817,24690,24026,23478,23997,24118,24719,25017,23939,23006
 "02000","Alaska",8,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",14326,13071,13289,14020,14419,15105,15372,15038,15295,14940,16078,16459,17044,16911,16726,16434,16270
 "02000","Alaska",8,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",7184,7076,6999,7315,7355,7560,7580,7479,7273,7211,7353,7218,7593,8009,8181,7430,7308
 "02000","Alaska",8,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",42401,43098,43483,44289,45290,45331,45685,45135,44416,43647,44050,43898,44125,45129,45811,45648,44941
 "02000","Alaska",8,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",22543,22363,22122,22310,22364,22991,23711,23884,23015,22444,22900,23806,23386,23300,23695,23269,23278
 "02000","Alaska",8,CAEMP25N,900,"51","   Information","Number of jobs",8144,7820,7858,7791,7900,7985,8067,8011,7629,7418,7347,7195,7211,7304,7263,7354,7030
 "02000","Alaska",8,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",9583,9542,9951,9957,10286,10204,10800,11323,11509,11128,11704,11452,11701,11126,11052,11432,11565
 "02000","Alaska",8,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",11887,11645,12441,12891,14006,14408,14889,14893,15042,15545,15897,15684,16017,16385,16755,17098,17439
 "02000","Alaska",8,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",19522,19640,20234,20882,20832,21633,22756,23591,23669,24059,24306,24756,25104,24477,24649,23396,23234
 "02000","Alaska",8,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",3243,3304,2377,2410,2390,2588,2662,2890,2995,3017,3048,3327,3383,3427,3648,3695,3679
 "02000","Alaska",8,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",15443,15530,15771,15998,15909,16261,16972,17174,16916,16625,16690,17222,17524,17352,17056,17148,16788
 "02000","Alaska",8,CAEMP25N,1500,"61","   Educational services","Number of jobs",4391,4592,4756,4743,4892,5165,5201,5128,5266,5531,5429,5460,5774,6038,6069,5919,6017
 "02000","Alaska",8,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",33873,35754,38072,40196,40885,41898,42705,43140,44456,46365,47731,49748,50303,49612,50235,51616,52539
 "02000","Alaska",8,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",8632,8893,8696,8870,9223,9479,9991,10277,10164,10067,10452,10540,10563,10572,10116,10651,10839
 "02000","Alaska",8,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",28158,29288,30085,30574,31028,31705,32055,32051,30938,31365,32327,32858,33159,34103,34955,35342,35425
 "02000","Alaska",8,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",(D),19055,19276,19191,19307,19326,19801,19398,19607,19153,19581,20395,20545,20800,20785,20727,20750
 "02000","Alaska",8,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",97328,100494,100679,100632,101341,104301,104498,105702,107867,108184,108854,108939,107050,105059,104743,103637,103100
 "02000","Alaska",8,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",16375,16786,17131,17203,17005,16720,16848,16921,17084,17588,17065,16420,15506,14915,14958,15218,15110
 "02000","Alaska",8,CAEMP25N,2002,"...","   Military","Number of jobs",22011,22857,22736,23831,24104,26394,26515,26695,27748,27002,27886,27948,27457,26311,26042,25246,25473
 "02000","Alaska",8,CAEMP25N,2010,"...","   State and local","Number of jobs",58942,60851,60812,59598,60232,61187,61135,62086,63035,63594,63903,64571,64087,63833,63743,63173,62517
 "02000","Alaska",8,CAEMP25N,2011,"...","    State government","Number of jobs",23082,23914,23626,23257,23554,23884,24362,24614,24896,25352,25493,25783,25895,26056,25530,24536,23787
 "02000","Alaska",8,CAEMP25N,2012,"...","    Local government","Number of jobs",35860,36937,37186,36341,36678,37303,36773,37472,38139,38242,38410,38788,38192,37777,38213,38637,38730
 "04000","Arizona",6,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",2829002,2847095,2917121,3041476,3219820,3375218,3465075,3402808,3228493,3181571,3239045,3295537,3371219,3448834,3548679,3646813,3727687
 "04000","Arizona",6,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",2352082,2356072,2393694,2479989,2610087,2738783,2773088,2706550,2515005,2473095,2499245,2558410,2617500,2669755,2745697,2816903,2881141
 "04000","Arizona",6,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",476920,491023,523427,561487,609733,636435,691987,696258,713488,708476,739800,737127,753719,779079,802982,829910,846546
 "04000","Arizona",6,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",10086,7356,9727,9541,9557,9446,15029,15640,16253,17192,18184,18959,18748,18758,18688,18762,18757
 "04000","Arizona",6,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",466834,483667,513700,551946,600176,626989,676958,680618,697235,691284,721616,718168,734971,760321,784294,811148,827789
 "04000","Arizona",6,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",22316,19274,22528,22562,23390,22869,28319,27272,28403,28609,29707,31585,32697,31118,32272,33965,31976
 "04000","Arizona",6,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",2806686,2827821,2894593,3018914,3196430,3352349,3436756,3375536,3200090,3152962,3209338,3263952,3338522,3417716,3516407,3612848,3695711
 "04000","Arizona",6,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",2409504,2416280,2474153,2593386,2764225,2914967,2986999,2916467,2747465,2703979,2767486,2820792,2894121,2972582,3071764,3167027,3247061
 "04000","Arizona",6,CAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",18083,18949,17659,18017,17227,17503,17526,16486,14828,15508,15642,15281,15233,15920,16508,16388,15397
 "04000","Arizona",6,CAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",12919,11662,11717,11603,12508,13698,16208,19114,16520,17976,17698,22558,23098,22312,22500,22710,23829
 "04000","Arizona",6,CAEMP25N,300,"22","   Utilities","Number of jobs",11233,11317,11684,11726,12130,12740,13181,13297,12844,12515,12256,12607,12282,12338,12658,13260,13711
 "04000","Arizona",6,CAEMP25N,400,"23","   Construction","Number of jobs",214418,213386,220988,239849,273970,297178,282613,240419,179765,159503,159458,165892,174505,176276,178896,191365,203279
 "04000","Arizona",6,CAEMP25N,500,"31-33","   Manufacturing","Number of jobs",211028,193778,185806,186909,190478,195723,193259,183747,165325,158837,161619,166685,168502,169370,171731,175183,180525
 "04000","Arizona",6,CAEMP25N,600,"42","   Wholesale trade","Number of jobs",105069,103220,102462,106415,111817,117744,121970,120663,112851,108771,109723,109798,110642,113497,114498,108022,108782
 "04000","Arizona",6,CAEMP25N,700,"44-45","   Retail trade","Number of jobs",324534,328599,338001,352318,374880,390925,402242,387578,362602,353033,357062,358793,363166,379603,390401,395504,399068
 "04000","Arizona",6,CAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",81317,81364,82202,85006,89120,94720,97127,94812,90208,87237,92091,95809,97468,102216,114739,128506,133631
 "04000","Arizona",6,CAEMP25N,900,"51","   Information","Number of jobs",62101,58899,57885,56422,54141,53851,51811,51246,48956,47208,47471,48794,53047,55169,55888,56770,56695
 "04000","Arizona",6,CAEMP25N,1000,"52","   Finance and insurance","Number of jobs",152092,154114,158669,163133,171999,179516,189335,192198,200610,194132,206458,207319,214620,213679,224148,236280,249822
 "04000","Arizona",6,CAEMP25N,1100,"53","   Real estate and rental and leasing","Number of jobs",124961,129146,139210,157771,182648,194261,203317,198346,192220,193013,197336,193109,194965,199866,203239,207328,212997
 "04000","Arizona",6,CAEMP25N,1200,"54","   Professional, scientific, and technical services","Number of jobs",166383,165643,170788,183369,192877,205656,217638,217317,206567,205114,206773,206637,212362,217299,224084,231180,236671
 "04000","Arizona",6,CAEMP25N,1300,"55","   Management of companies and enterprises","Number of jobs",22768,23162,22524,24306,25520,27929,29399,32000,30926,29568,29378,30934,33163,34926,37263,41163,41251
 "04000","Arizona",6,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services","Number of jobs",234378,231718,237578,249128,269809,288018,293020,278474,252349,250884,256003,264025,278484,285861,292067,302319,304419
 "04000","Arizona",6,CAEMP25N,1500,"61","   Educational services","Number of jobs",32141,37094,40937,44818,50221,54153,55201,58834,62000,67393,68948,72044,72170,75703,78960,79105,79923
 "04000","Arizona",6,CAEMP25N,1600,"62","   Health care and social assistance","Number of jobs",228413,237793,253375,264024,276785,292010,308326,322581,328128,340138,349623,358814,366099,373198,389569,404181,416787
 "04000","Arizona",6,CAEMP25N,1700,"71","   Arts, entertainment, and recreation","Number of jobs",54023,55654,56206,58542,61156,64082,68416,69731,66540,66938,68101,70545,71496,76221,76803,79556,82452
 "04000","Arizona",6,CAEMP25N,1800,"72","   Accommodation and food services","Number of jobs",213251,213969,217589,226010,238181,249193,253109,249570,237768,235696,242527,247437,256307,265916,277454,287775,296341
 "04000","Arizona",6,CAEMP25N,1900,"81","   Other services (except government and government enterprises)","Number of jobs",140392,146813,148873,154020,158758,166067,173301,170054,166458,160515,169319,173711,176512,183212,190358,190432,191481
 "04000","Arizona",6,CAEMP25N,2000,"...","  Government and government enterprises","Number of jobs",397182,411541,420440,425528,432205,437382,449757,459069,452625,448983,441852,443160,444401,445134,444643,445821,448650
 "04000","Arizona",6,CAEMP25N,2001,"...","   Federal civilian","Number of jobs",47034,48933,50591,51077,51831,52143,52365,54448,56814,60017,57250,56477,55617,54636,54687,55355,55861
 "04000","Arizona",6,CAEMP25N,2002,"...","   Military","Number of jobs",33032,33316,34750,34527,34147,33188,33789,33842,34453,34886,34048,33381,33307,32595,32326,32800,33902
 "04000","Arizona",6,CAEMP25N,2010,"...","   State and local","Number of jobs",317116,329292,335099,339924,346227,352051,363603,370779,361358,354080,350554,353302,355477,357903,357630,357666,358887
 "04000","Arizona",6,CAEMP25N,2011,"...","    State government","Number of jobs",80466,82400,83552,83844,84663,84568,88009,88203,84321,83447,84037,85390,88033,89678,91273,90965,91387
 "04000","Arizona",6,CAEMP25N,2012,"...","    Local government","Number of jobs",236650,246892,251547,256080,261564,267483,275594,282576,277037,270633,266517,267912,267444,268225,266357,266701,267500
 "05000","Arkansas",5,CAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",1482587,1478929,1482035,1505095,1537680,1567682,1582858,1579283,1542944,1541272,1561948,1565142,1569249,1587285,1610206,1628582,1640722
 "05000","Arkansas",5,CAEMP25N,20,"..."," Wage and salary employment","Number of jobs",1207983,1203333,1202294,1215751,1232788,1257506,1259279,1259243,1221329,1219912,1223928,1229574,1231398,1243481,1264491,1279315,1286301
 "05000","Arkansas",5,CAEMP25N,40,"..."," Proprietors employment","Number of jobs",274604,275596,279741,289344,304892,310176,323579,320040,321615,321360,338020,335568,337851,343804,345715,349267,354421
 "05000","Arkansas",5,CAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",49368,45977,44406,43420,42861,41518,43650,43259,42629,42259,41670,40629,40643,40119,39841,39341,38692
 "05000","Arkansas",5,CAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",225236,229619,235335,245924,262031,268658,279929,276781,278986,279101,296350,294939,297208,303685,305874,309926,315729
 "05000","Arkansas",5,CAEMP25N,70,"111-112"," Farm employment","Number of jobs",62818,58975,57569,55141,53809,53754,54209,55623,55016,55128,53691,49635,51810,51438,52419,54826,53759
 "05000","Arkansas",5,CAEMP25N,80,"..."," Nonfarm employment","Number of jobs",1419769,1419954,1424466,1449954,1483871,1513928,1528649,1523660,1487928,1486144,1508257,1515507,1517439,1535847,1557787,1573756,1586963
 "05000","Arkansas",5,CAEMP25N,90,"...","  Private nonfarm employment","Number of jobs",1210393,1208973,1209912,1232306,1260955,1285390,1298858,1290925,1251853,1249280,1273610,1279945,1283523,1303524,1326886,1345451,1360709
